class_match,completed,cost_usd,failed_tool_calls,file_match,function_match,gold_classes,gold_files,gold_functions,gold_line_ranges,input_tokens,instance_id,line_iou,line_match,locator_llm_calls,output_tokens,paper_file_jaccard,paper_function_jaccard,predicted_classes,predicted_files,predicted_functions,predicted_line_ranges,predicted_locations,reflection_turns,repo,request_ids,requested_model,returned_models,run_id,stop_reasons,summarizer_llm_calls,termination_reason,token_usage_incomplete,tool_calls,tool_result_chars,total_llm_calls,total_tokens,trajectory_path,wall_clock_ms
True,True,,0,True,False,['django.contrib.admin.options.InlineModelAdmin'],['django/contrib/admin/options.py'],"['django.contrib.admin.options.InlineModelAdmin.__init__', 'django.contrib.admin.options.InlineModelAdmin.media']","[(2037, 2049)]",111660,django__django-13710,0.3076923076923077,False,15,7647,1.0,0.5,['django.contrib.admin.options.InlineModelAdmin'],['django/contrib/admin/options.py'],['django.contrib.admin.options.InlineModelAdmin.__init__'],"[(2040, 2043)]","[{'end_line': 2043, 'file_path': 'django/contrib/admin/options.py', 'start_line': 2040}]",1,django/django,"['msg_81bc77254b7d4d4298d263d15dc71ecc', 'msg_2534ef2a4b574db8bbe5a4dc28eb41cd', 'msg_4808ecd1cdf14aad89de2614d752398d', 'msg_12c5e1d19397473b8b9fa3ddf3a5ce1a', 'msg_8e1c1d279fc644938e8925bd2c162518', 'msg_2f3567a06a3844d5824209fc61ee4e29', 'msg_26c0960822084aa9ba584b4840afc48d', 'msg_a91256f23e9b4628a5c79c6c7d1e5bc1', 'msg_d654d117f02e47c6ab7228ef25b0ea6d', 'msg_912fce6932ab4509a72bda0a2a7344b0', 'msg_2da9177f93424fc78cc4fcfce71b1b12', 'msg_b0f85f3c66fa48cebdf55763aa7b809d', 'msg_dae949c7d1124d37850bf6eec4b372fe', 'msg_41f60d476a81477182bb219a3b48b79b', 'msg_17e7f72c6c4c4b3bb981225cc82a453a', 'msg_4d5caa2ca89343ef9769f7111508f43c', 'msg_cd4ff2dc5429462884694513ba1be4d1']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-13710-0-b703a27850,{'end_turn': 17},2,completed,False,13,86857,17,119307,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-13710/0/trajectory.jsonl,328390.285
True,True,,0,True,False,['django.dispatch.dispatcher.Signal'],['django/dispatch/dispatcher.py'],"['django.dispatch.dispatcher.Signal._clear_dead_receivers', 'django.dispatch.dispatcher.Signal.send_robust', 'django.dispatch.dispatcher._make_id']","[(1, 4), (6, 13), (211, 222)]",65578,django__django-13768,0.24,False,11,4022,1.0,0.3333333333333333,['django.dispatch.dispatcher.Signal'],['django/dispatch/dispatcher.py'],['django.dispatch.dispatcher.Signal.send_robust'],"[(210, 211), (1, 3), (7, 8)]","[{'end_line': 211, 'file_path': 'django/dispatch/dispatcher.py', 'start_line': 210}, {'end_line': 3, 'file_path': 'django/dispatch/dispatcher.py', 'start_line': 1}, {'end_line': 8, 'file_path': 'django/dispatch/dispatcher.py', 'start_line': 7}]",2,django/django,"['msg_916ba977191f43f695d4420af4602d44', 'msg_fd78eb81bf9d4352a34e5a2e3117ffe4', 'msg_3933e7782e374cc88108b2ff633329ef', 'msg_ee78210883e148aea16c372b1402b0c4', 'msg_34886f63d3954505a978e16055112b4e', 'msg_2c855f96fc3049fb9dc84cd6e3fec0b4', 'msg_676b3797d91f46ba804fbb82d0cb1532', 'msg_9e56efe1d3e946eb9e96e72a435bf10b', 'msg_008910e345ff410c8b518ff97729ca84', 'msg_79a1f73812574080b20a4cc52c105928', 'msg_1956f69e8ebf4bc395330466b9cf3c7b', 'msg_fb1cef74934c42beb91d11084849e0dc']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-13768-1-0710f91a50,{'end_turn': 12},1,completed,False,8,55051,12,69600,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-13768/1/trajectory.jsonl,154195.88
True,True,,0,True,True,['django.db.models.base.Model'],['django/db/models/base.py'],['django.db.models.base.Model._prepare_related_fields_for_save'],"[(933, 939)]",228767,django__django-13964,0.36363636363636365,True,11,5100,0.5,0.5,"['django.db.models.base.Model', 'django.db.models.fields.related_descriptors.ForwardManyToOneDescriptor']","['django/db/models/base.py', 'django/db/models/fields/related_descriptors.py']","['django.db.models.base.Model._prepare_related_fields_for_save', 'django.db.models.fields.related_descriptors.ForwardManyToOneDescriptor.__set__']","[(936, 939), (942, 943), (256, 257)]","[{'end_line': 939, 'file_path': 'django/db/models/base.py', 'start_line': 936}, {'end_line': 257, 'file_path': 'django/db/models/fields/related_descriptors.py', 'start_line': 256}, {'end_line': 943, 'file_path': 'django/db/models/base.py', 'start_line': 942}]",2,django/django,"['msg_a37da0173b384d2cb382ba2ad3db407e', 'msg_f31aabbd35514af38d87510b7b824ddb', 'msg_33dba05ba3da45549e28488f96ade86d', 'msg_384b551cf7774bdb9d0e15a1de9858f0', 'msg_8682a2e1584e403f8dc6ebdd464f0db1', 'msg_2f2b34dc953a4b099e4c948c371f3b90', 'msg_cf4806061a16445fa913984769b33c87', 'msg_e4cbbbd1688c4186b257716518f5d0ac', 'msg_dd91b1877b9142b8a6994769774f36a9', 'msg_37ea4cf0814a4cfdb74102819df72ea5', 'msg_ff3e26a35b65423987e98190f8c54179', 'msg_24e4e1a2c0574248b36c903f88db63cd']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-13964-0-ba20ce9289,{'end_turn': 12},1,completed,False,8,407025,12,233867,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-13964/0/trajectory.jsonl,257552.507
True,True,,0,True,False,['django.db.models.query_utils.Q'],['django/db/models/query_utils.py'],"['django.db.models.query_utils.Q.__init__', 'django.db.models.query_utils.Q._combine']","[(40, 46)]",62655,django__django-14017,0.25,True,10,6341,1.0,0.25,['django.db.models.query_utils.Q'],['django/db/models/query_utils.py'],"['django.db.models.query_utils.Q.__and__', 'django.db.models.query_utils.Q.__or__', 'django.db.models.query_utils.Q._combine']","[(42, 44), (61, 65)]","[{'end_line': 44, 'file_path': 'django/db/models/query_utils.py', 'start_line': 42}, {'end_line': 65, 'file_path': 'django/db/models/query_utils.py', 'start_line': 61}]",1,django/django,"['msg_01d72f7d68ec48b9ba198d59d4165d44', 'msg_f663e66adffd48f381ab995865165661', 'msg_b77112f8d37545b29522e1896f74f12d', 'msg_4ef37651314b40fcb5e47ad43d8abf80', 'msg_6fdb774088cb455198cc66f13bf6f348', 'msg_4b09345ed2b94d40ab2a1d7c1fa7ff3a', 'msg_f36852094b744c65aab10ed804785920', 'msg_bcb8248f751b4b7f8ff4f24699e867c6', 'msg_61ac2ef94d1047a889f7f77b96d60567', 'msg_cfa8b2be15464d328b8caffc7226dab9', 'msg_9d9de92423f04426b2246ac51738fc05']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-14017-1-d345cefc1e,{'end_turn': 11},1,completed,False,8,26621,11,68996,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-14017/1/trajectory.jsonl,198751.164
True,True,,0,True,False,['django.forms.boundfield.BoundWidget'],['django/forms/boundfield.py'],"['django.forms.boundfield.BoundWidget.choice_label', 'django.forms.boundfield.BoundWidget.id_for_label']","[(277, 283)]",26874,django__django-14534,0.2857142857142857,True,7,1825,1.0,0.5,['django.forms.boundfield.BoundWidget'],['django/forms/boundfield.py'],['django.forms.boundfield.BoundWidget.id_for_label'],"[(279, 280)]","[{'end_line': 280, 'file_path': 'django/forms/boundfield.py', 'start_line': 279}]",1,django/django,"['msg_552ccbabda5c4efd8200c06d4c59db64', 'msg_b16668fb2ce64ff7bc788e9539dad854', 'msg_9cb63ed144a14fbeab9788e0eb3acfa6', 'msg_8ab51c7eef3a4f4bbf14a19ee5e2aa64', 'msg_7c5a02813b804223a363407b45a10c78', 'msg_1363a4eb1f424957b611e067f14161e7', 'msg_abe00553d4cc41508cc3a37a9a973f0b']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-14534-0-03aff31f6c,{'end_turn': 7},0,completed,False,5,72918,7,28699,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-14534/0/trajectory.jsonl,121894.931
True,True,,0,True,False,['django.db.models.sql.query.Query'],['django/db/models/sql/query.py'],"['django.db.models.sql.query.Query.add_deferred_loading', 'django.db.models.sql.query.Query.add_immediate_loading']","[(2086, 2097)]",175895,django__django-14667,0.14814814814814814,False,10,3912,1.0,0.5,['django.db.models.sql.query.Query'],['django/db/models/sql/query.py'],['django.db.models.sql.query.Query.add_deferred_loading'],"[(2071, 2089)]","[{'end_line': 2089, 'file_path': 'django/db/models/sql/query.py', 'start_line': 2071}]",1,django/django,"['msg_7ecb78ede4b540a686fb46a28d6044da', 'msg_6a371fad9f1d4cf5a6c69e7d39308364', 'msg_32cbf2903d334e17b3ef84cea27038c2', 'msg_029250441ceb4b12a870c4955a27774c', 'msg_dd9fb09be0794fcb873d222e3e58bcbe', 'msg_ed8c4e18a8fa4d28812f4b359341c1e5', 'msg_f491f61e3efa40df8675317432f18727', 'msg_07eee816ce5b4d0e89bf849e8d28f388', 'msg_e325519c1c0f4fd59115132f01e559cd', 'msg_7b10f1138d0449b1a0c9052373bdd60b', 'msg_ae3a44d0a1c741e5acf7b8080fa6b67b']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-14667-0-5de23ba649,{'end_turn': 11},1,completed,False,8,298567,11,179807,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-14667/0/trajectory.jsonl,229147.24
True,True,,0,True,False,['django.db.models.fields.related.ManyToManyField'],['django/db/models/fields/related.py'],"['django.db.models.fields.related.ManyToManyField._check_ignored_options', 'django.db.models.fields.related.ManyToManyField._check_relationship_model']","[(1258, 1273)]",105002,django__django-14730,0.1875,False,12,5780,1.0,0.5,['django.db.models.fields.related.ManyToManyField'],['django/db/models/fields/related.py'],['django.db.models.fields.related.ManyToManyField._check_ignored_options'],"[(1259, 1261)]","[{'end_line': 1261, 'file_path': 'django/db/models/fields/related.py', 'start_line': 1259}]",1,django/django,"['msg_d5a054b8b293455ebf4997b3925757b4', 'msg_e0b0694d0bf2452290dcb7c9f5cc3a8d', 'msg_7b1f38ee57c74b79a2ff97e2c2079701', 'msg_fca218d9e84f4ac1a5ebe72bcebf0dd0', 'msg_45d2faca64ce4dc5acf8b71bc2591f8a', 'msg_424dd1c0da86409d82b942b024241b42', 'msg_388fda61345345fdbba6c9d78367a8be', 'msg_4762a14f448744b8b73510aafcd589b0', 'msg_88f8f383b7794e66961c84c914c4c2d5', 'msg_fd74c48d76fc46708556b515347bb5cd', 'msg_e25e3c360b1040aba3d66845b1b58281', 'msg_4466d2f7daf249408ad3933891991514', 'msg_cdb432c1ce104c359a881b082bc31ed4']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-14730-0-b7c8df62b7,{'end_turn': 13},1,completed,False,10,141916,13,110782,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-14730/0/trajectory.jsonl,275808.185
True,True,,0,True,False,['django.contrib.admin.helpers.AdminReadonlyField'],['django/contrib/admin/helpers.py'],"['django.contrib.admin.helpers.AdminReadonlyField.contents', 'django.contrib.admin.helpers.AdminReadonlyField.get_admin_url']","[(209, 219)]",26156,django__django-14855,0.09090909090909091,False,9,1127,1.0,0.5,['django.contrib.admin.helpers.AdminReadonlyField'],['django/contrib/admin/helpers.py'],['django.contrib.admin.helpers.AdminReadonlyField.get_admin_url'],"[(212, 212)]","[{'end_line': 212, 'file_path': 'django/contrib/admin/helpers.py', 'start_line': 212}]",2,django/django,"['msg_b2d978562c19464299856cdaf9346690', 'msg_b2ef14c5d6624436914645e0a29ac311', 'msg_9c5ef3181ad2410ea54d46b963d315b2', 'msg_ba2a4ef5ea514e2c8257fa803d9356ba', 'msg_1c1f1c4939c74ae69f6b128588fcfecc', 'msg_0508b2a6ee8440dcb3484ec0d18dc735', 'msg_6e48c5db1cf5477e9ecbb46d734e906f', 'msg_74af28f7f0fc47e3ba4420f6074a16ff', 'msg_7f73f94771ab494ab636ca248742fae4']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-14855-0-b40c21b564,{'end_turn': 9},0,completed,False,6,30986,9,27283,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-14855/0/trajectory.jsonl,180265.979
True,True,,0,True,True,['django.forms.models.ModelChoiceIteratorValue'],['django/forms/models.py'],"['django.forms.models.ModelChoiceIteratorValue.__eq__', 'django.forms.models.ModelChoiceIteratorValue.__str__']","[(1166, 1174)]",21098,django__django-14915,0.5,True,7,1912,1.0,0.6666666666666666,['django.forms.models.ModelChoiceIteratorValue'],['django/forms/models.py'],"['django.forms.models.ModelChoiceIteratorValue.__eq__', 'django.forms.models.ModelChoiceIteratorValue.__init__', 'django.forms.models.ModelChoiceIteratorValue.__str__']","[(1161, 1172)]","[{'end_line': 1172, 'file_path': 'django/forms/models.py', 'start_line': 1161}]",1,django/django,"['msg_fac8b6f0874b4ece9fa181d5fde65b23', 'msg_1ac19b51fd5343f1a125d74cfa60a61f', 'msg_59ddaa99b0be40ec9a9e6b495329da51', 'msg_553b0965438242d9a19f6ea5b119eb1a', 'msg_ec5f1ff8da6346cca32984dd07367646', 'msg_f27d5f820eea488e8959824d64ee604a', 'msg_eabe90a38edc411e959d9fb00e45eb7f']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-14915-0-c74e33fcbd,{'end_turn': 7},0,completed,False,5,13312,7,23010,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-14915/0/trajectory.jsonl,122224.681
True,True,,0,True,True,['django.db.migrations.operations.models.RenameModel'],['django/db/migrations/operations/models.py'],['django.db.migrations.operations.models.RenameModel.database_forwards'],"[(320, 332)]",60125,django__django-14999,0.26,True,9,3669,1.0,1.0,['django.db.migrations.operations.models.RenameModel'],['django/db/migrations/operations/models.py'],['django.db.migrations.operations.models.RenameModel.database_forwards'],"[(319, 328), (329, 347), (348, 368)]","[{'end_line': 328, 'file_path': 'django/db/migrations/operations/models.py', 'start_line': 319}, {'end_line': 347, 'file_path': 'django/db/migrations/operations/models.py', 'start_line': 329}, {'end_line': 368, 'file_path': 'django/db/migrations/operations/models.py', 'start_line': 348}]",1,django/django,"['msg_572069475f0342eb90a90073ea213962', 'msg_a758cc873f244ffd969b674f0ad09394', 'msg_5eac439adbf34dd2bf192dae0d279d00', 'msg_421f7712bc3a479bb5c08c8d1bd1aab2', 'msg_9483ac028c4f445f823d16b210f2eebc', 'msg_cdef98167e4a4e628ae3b1a70a9f15e8', 'msg_33bd6bf75ef043f0be8dc3e1b6023fb5', 'msg_a537daab924a49f1a0de49c290c2f3dc', 'msg_f652dae456264fbaae815fe30e664748', 'msg_516b92ed798d49b1ac743015ec7e8f46']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-14999-0-d8576b379b,{'end_turn': 10},1,completed,False,7,49909,10,63794,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-14999/0/trajectory.jsonl,245359.775
True,True,,0,True,True,['django.db.models.sql.query.Query'],['django/db/models/sql/query.py'],['django.db.models.sql.query.Query.deferred_to_data'],"[(748, 754)]",40193,django__django-15814,0.14285714285714285,True,10,2482,1.0,1.0,['django.db.models.sql.query.Query'],['django/db/models/sql/query.py'],['django.db.models.sql.query.Query.deferred_to_data'],"[(751, 751)]","[{'end_line': 751, 'file_path': 'django/db/models/sql/query.py', 'start_line': 751}]",1,django/django,"['msg_0bd09bfb350542f29f1252eced16c25c', 'msg_b0a9cc8e8e6d4eea9c93afbf50b9a7d1', 'msg_15b73df3ecf745bbaf32c8d7d51b7414', 'msg_095e94103d274bceab1a32b278bf3071', 'msg_8d492d99b9a444329833851eba21f887', 'msg_5c153631d68141b2a1e5abbe2acbf4ba', 'msg_97ef7bbf2bff43b2b299a37b4e9de8c3', 'msg_846403abb58d428b917d715ea1c177e6', 'msg_3401745601e048c4b2c9631f3996abae', 'msg_9649e752e7fa4472a669e60244b084f3', 'msg_75250d1e30974d47821a7162757e0b61']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-15814-0-bedc1914d1,{'end_turn': 11},1,completed,False,8,11084,11,42675,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-15814/0/trajectory.jsonl,138414.653
True,True,,0,True,True,['django.forms.formsets.BaseFormSet'],['django/forms/formsets.py'],['django.forms.formsets.BaseFormSet.empty_form'],"[(257, 271)]",47276,django__django-16041,0.4782608695652174,True,7,2299,1.0,0.5,['django.forms.formsets.BaseFormSet'],['django/forms/formsets.py'],"['django.forms.formsets.BaseFormSet.empty_form', 'django.forms.formsets.BaseFormSet.get_form_kwargs']","[(210, 217), (259, 269)]","[{'end_line': 217, 'file_path': 'django/forms/formsets.py', 'start_line': 210}, {'end_line': 269, 'file_path': 'django/forms/formsets.py', 'start_line': 259}]",1,django/django,"['msg_725c2d28074c4a77a83821800e329869', 'msg_1f729cba1f0c42c5b115e27d630271e0', 'msg_05cdf9f45e804163ae505d9cfe6e936f', 'msg_5483172c59ad466db4e4bb733a30f7f4', 'msg_45b0e0e6382b43f1829fab80a595db60', 'msg_a5abbdb39acd4b81acf8f72e015efde1', 'msg_bb4ee5c0e4464b73a84bc39bc122c955']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-16041-0-e036cb7221,{'end_turn': 7},0,completed,False,5,200650,7,49575,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-16041/0/trajectory.jsonl,121723.07
True,True,,0,True,True,[],['django/utils/numberformat.py'],['django.utils.numberformat.format'],"[(25, 32)]",17526,django__django-16046,0.0,False,7,1193,1.0,1.0,[],['django/utils/numberformat.py'],['django.utils.numberformat.format'],"[(71, 73)]","[{'end_line': 73, 'file_path': 'django/utils/numberformat.py', 'start_line': 71}]",1,django/django,"['msg_94b124e253c34bee8bf1be3b48134060', 'msg_078a7a4d185649109b819d4c24dbeec9', 'msg_1e5b2b0cf9d9414b82170f66f9b913fa', 'msg_3718d3fc04ad4ac9b2c9473beb523c15', 'msg_3149640e500a40b7a56c4dce08c1e761', 'msg_086e3362fe2745dcad3d6dc58643dee3', 'msg_1cd7501c62d04d77975eebf9b02a022e']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-16046-0-4bd5d6e19a,{'end_turn': 7},0,completed,False,5,6161,7,18719,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-16046/0/trajectory.jsonl,103932.07
True,True,,0,True,False,['django.forms.boundfield.BoundField'],['django/forms/boundfield.py'],"['django.forms.boundfield.BoundField.as_text', 'django.forms.boundfield.BoundField.as_textarea', 'django.forms.boundfield.BoundField.as_widget']","[(96, 112)]",174308,django__django-16229,0.1323529411764706,False,13,5764,0.5,0.14285714285714285,"['django.forms.boundfield.BoundField', 'django.forms.forms.BaseForm']","['django/forms/boundfield.py', 'django/forms/forms.py']","['django.forms.boundfield.BoundField.__str__', 'django.forms.boundfield.BoundField._has_changed', 'django.forms.boundfield.BoundField.as_widget', 'django.forms.boundfield.BoundField.initial', 'django.forms.forms.BaseForm.get_initial_for_field']","[(139, 154), (254, 255), (30, 34), (84, 104), (515, 530)]","[{'end_line': 154, 'file_path': 'django/forms/boundfield.py', 'start_line': 139}, {'end_line': 255, 'file_path': 'django/forms/boundfield.py', 'start_line': 254}, {'end_line': 530, 'file_path': 'django/forms/forms.py', 'start_line': 515}, {'end_line': 34, 'file_path': 'django/forms/boundfield.py', 'start_line': 30}, {'end_line': 104, 'file_path': 'django/forms/boundfield.py', 'start_line': 84}]",1,django/django,"['msg_c291129f7aed4c95b1fd4439c23a655b', 'msg_d0b9e5bef7114bc7a4893f84f95d7fb5', 'msg_7e3a1cb897a34386bf7fc8beb43bb446', 'msg_98350f98f05a452594816de7dd58a753', 'msg_f9c429a1edd04c3db0c6341e5aa6c050', 'msg_b132736c11e9490e85c3f5e7f45b34e2', 'msg_6eaa9d13472b4ab38a5d217994897528', 'msg_84e3e64bbc974541b00a89b5a4500132', 'msg_2f6cb42b7db140598e1c01a99dc40aea', 'msg_1bf8cc9514084bb0a1a53a3060d663e7', 'msg_763a0aaa9d0f4a5594a50b034eb8f072', 'msg_98ad5c480a8e4b348dd90602f26693f0', 'msg_d0dcb060770b4cae890af78c4d253767', 'msg_3d4d057409d74af59a6f638adf9ff3be']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-django__django-16229-1-31c763c904,{'end_turn': 14},1,completed,False,11,177694,14,180072,experiments/name_to_definition/runs/official_locator_full14_reproduction/django__django-16229/1/trajectory.jsonl,229295.14
True,True,,0,True,True,['lib.matplotlib.legend.Legend'],['lib/matplotlib/legend.py'],['lib.matplotlib.legend.Legend.__init__'],"[(286, 294), (345, 352), (541, 549)]",71807,matplotlib__matplotlib-23913,0.05970149253731343,False,8,2014,1.0,1.0,['lib.matplotlib.legend.Legend'],['lib/matplotlib/legend.py'],['lib.matplotlib.legend.Legend.__init__'],"[(306, 346), (539, 542)]","[{'end_line': 346, 'file_path': 'lib/matplotlib/legend.py', 'start_line': 306}, {'end_line': 542, 'file_path': 'lib/matplotlib/legend.py', 'start_line': 539}]",1,matplotlib/matplotlib,"['msg_7e6b484569e6479bade63941f0bd0575', 'msg_170fedfbe10640338f939c8dd30807a8', 'msg_081b9e1a52604b648f6c9d435a075875', 'msg_fcc2108b90204685a091e9283ecaa89a', 'msg_4fde2b4bfb42427994dbec8b4307f21a', 'msg_d47def6b935f4a8f9c3bd97450d168e0', 'msg_90c8e29758974523b5381f7618db0cbc', 'msg_d5cfebbd2df0445e8754c31d117def60']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-matplotlib__matplotlib-23913-0-14ee37d1be,{'end_turn': 8},0,completed,False,6,171019,8,73821,experiments/name_to_definition/runs/official_locator_full14_reproduction/matplotlib__matplotlib-23913/0/trajectory.jsonl,93549.857
True,True,,0,True,True,['lib.matplotlib.backends.backend_ps.RendererPS'],['lib/matplotlib/backends/backend_ps.py'],['lib.matplotlib.backends.backend_ps.RendererPS.draw_text'],"[(665, 673)]",48253,matplotlib__matplotlib-23964,0.1111111111111111,True,11,2259,1.0,1.0,['lib.matplotlib.backends.backend_ps.RendererPS'],['lib/matplotlib/backends/backend_ps.py'],['lib.matplotlib.backends.backend_ps.RendererPS.draw_text'],"[(669, 669)]","[{'end_line': 669, 'file_path': 'lib/matplotlib/backends/backend_ps.py', 'start_line': 669}]",2,matplotlib/matplotlib,"['msg_6910364c445646c2ae6443d1ef34fc9b', 'msg_b830565998cb43478b09543e38fbb30c', 'msg_1203144407c4447f889722731495f199', 'msg_68202b6d3bac4ff9998cdb19ef93df6d', 'msg_27eaa0ac212844079d68f1bc456f76d8', 'msg_f16d7ab5031040f892666c5db18f8978', 'msg_ef0af2e5d6d240e4ab53688add3093d5', 'msg_320cd7e48d6b44c09ab36317269795db', 'msg_d25ee175d9014f088af10802de607e60', 'msg_11a41daf2b2144d39abf3a6f1008458c', 'msg_61604df16e944b0aa3556ee3dc9b6bd4', 'msg_0b6c967717894ba788df50b24d828520']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-matplotlib__matplotlib-23964-0-b48fec32b9,{'end_turn': 12},1,completed,False,8,11983,12,50512,experiments/name_to_definition/runs/official_locator_full14_reproduction/matplotlib__matplotlib-23964/0/trajectory.jsonl,118941.847
True,True,,0,True,False,['lib.mpl_toolkits.axes_grid1.axes_grid.CbarAxesBase'],['lib/mpl_toolkits/axes_grid1/axes_grid.py'],"['lib.mpl_toolkits.axes_grid1.axes_grid.CbarAxesBase.__init__', 'lib.mpl_toolkits.axes_grid1.axes_grid.CbarAxesBase.colorbar', 'lib.mpl_toolkits.axes_grid1.axes_grid._tick_only']","[(1, 6), (8, 27)]",116169,matplotlib__matplotlib-26020,0.16666666666666666,False,14,3075,1.0,0.25,['lib.mpl_toolkits.axes_grid1.axes_grid.CbarAxesBase'],['lib/mpl_toolkits/axes_grid1/axes_grid.py'],"['lib.mpl_toolkits.axes_grid1.axes_grid.CbarAxesBase.toggle_label', 'lib.mpl_toolkits.axes_grid1.axes_grid._tick_only']","[(13, 17), (29, 32)]","[{'end_line': 17, 'file_path': 'lib/mpl_toolkits/axes_grid1/axes_grid.py', 'start_line': 13}, {'end_line': 32, 'file_path': 'lib/mpl_toolkits/axes_grid1/axes_grid.py', 'start_line': 29}]",2,matplotlib/matplotlib,"['msg_69f216c70d8948e68c2d25bf50e99b0b', 'msg_2321ff65ce644d3a8933f8edfa759900', 'msg_aade051db48047958804332b59955c33', 'msg_fc60c6ef98f64747bbad1b47e70155db', 'msg_f2b38b86e79343f6a4d653583b8afdec', 'msg_bdc1bd75396d498eb4311d8b3c61dbdb', 'msg_7f9795927eb545389786b24795237661', 'msg_60af4739098d4da6a74032af18b8e3fb', 'msg_caae68b0dc1048bc9ef1404e644a4997', 'msg_44d6b2d9ef4345f2aa74f7ad54ac86f9', 'msg_2807990c2dca4f31a51f36371bc7e2c2', 'msg_0d0f8c308f90482b977d2a88177eb084', 'msg_227b48e7b2494369a80c5e9d59307298', 'msg_91f9db607dff42d0b4e1269fa006a817', 'msg_838b1c3cac26424ba0fd40b32f11588c']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-matplotlib__matplotlib-26020-0-71ad51d928,{'end_turn': 15},1,completed,False,11,12160,15,119244,experiments/name_to_definition/runs/official_locator_full14_reproduction/matplotlib__matplotlib-26020/0/trajectory.jsonl,159970.842
True,True,,0,True,True,['requests.sessions.SessionRedirectMixin'],['requests/sessions.py'],['requests.sessions.SessionRedirectMixin.resolve_redirects'],"[(168, 178)]",18408,psf__requests-1963,0.0,False,7,2278,1.0,1.0,['requests.sessions.SessionRedirectMixin'],['requests/sessions.py'],['requests.sessions.SessionRedirectMixin.resolve_redirects'],"[(91, 91), (102, 102)]","[{'end_line': 91, 'file_path': 'requests/sessions.py', 'start_line': 91}, {'end_line': 102, 'file_path': 'requests/sessions.py', 'start_line': 102}]",2,psf/requests,"['msg_7e7bc4fdb0274a2296559ba62464a150', 'msg_167b11af561c468d892212c185f4622d', 'msg_8ac5890c627444749578f8e57a0aff13', 'msg_ffb5fb7a180845808eaa27049f459a92', 'msg_28423875cfea4d3bb5211b73a8e7f699', 'msg_e1555a377dda4de6b3e7cd51054a3cd9', 'msg_1363ef03354e4355aa32d5aa20dc5123']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-psf__requests-1963-0-a550c2ea17,{'end_turn': 7},0,completed,False,4,24388,7,20686,experiments/name_to_definition/runs/official_locator_full14_reproduction/psf__requests-1963/0/trajectory.jsonl,57507.402
