class_match,completed,cost_usd,failed_tool_calls,file_match,function_match,gold_classes,gold_files,gold_functions,gold_line_ranges,input_tokens,instance_id,line_iou,line_match,locator_llm_calls,output_tokens,paper_file_jaccard,paper_function_jaccard,predicted_classes,predicted_files,predicted_functions,predicted_line_ranges,predicted_locations,reflection_turns,repo,run_id,summarizer_llm_calls,termination_reason,token_usage_incomplete,tool_calls,tool_result_chars,total_llm_calls,total_tokens,trajectory_path,wall_clock_ms
True,True,,0,True,True,['django.db.migrations.operations.models.RenameModel'],['django/db/migrations/operations/models.py'],['django.db.migrations.operations.models.RenameModel.database_forwards'],"[(320, 332)]",31543,django__django-14999,0.24489795918367346,True,11,3114,1.0,1.0,['django.db.migrations.operations.models.RenameModel'],['django/db/migrations/operations/models.py'],['django.db.migrations.operations.models.RenameModel.database_forwards'],"[(319, 328), (330, 347), (349, 368)]","[{'end_line': 328, 'file_path': 'django/db/migrations/operations/models.py', 'start_line': 319}, {'end_line': 347, 'file_path': 'django/db/migrations/operations/models.py', 'start_line': 330}, {'end_line': 368, 'file_path': 'django/db/migrations/operations/models.py', 'start_line': 349}]",1,django/django,sgagent-official-django__django-14999-0-9b7d39337a,1,completed,False,9,8108,12,34657,experiments/name_to_definition/runs/official_locator_reproduction/django__django-14999/0/trajectory.jsonl,140974.066
True,True,,0,True,True,['django.db.models.sql.query.Query'],['django/db/models/sql/query.py'],['django.db.models.sql.query.Query.deferred_to_data'],"[(748, 754)]",39349,django__django-15814,0.14285714285714285,True,10,3958,1.0,1.0,['django.db.models.sql.query.Query'],['django/db/models/sql/query.py'],['django.db.models.sql.query.Query.deferred_to_data'],"[(751, 751)]","[{'end_line': 751, 'file_path': 'django/db/models/sql/query.py', 'start_line': 751}]",2,django/django,sgagent-official-django__django-15814-0-01ba0a9f58,1,completed,False,7,9187,11,43307,experiments/name_to_definition/runs/official_locator_reproduction/django__django-15814/0/trajectory.jsonl,167922.51
True,True,,0,True,True,['django.forms.formsets.BaseFormSet'],['django/forms/formsets.py'],['django.forms.formsets.BaseFormSet.empty_form'],"[(257, 271)]",34783,django__django-16041,0.8,True,10,3371,1.0,1.0,['django.forms.formsets.BaseFormSet'],['django/forms/formsets.py'],['django.forms.formsets.BaseFormSet.empty_form'],"[(258, 269)]","[{'end_line': 269, 'file_path': 'django/forms/formsets.py', 'start_line': 258}]",1,django/django,sgagent-official-django__django-16041-0-ed47484516,1,completed,False,8,10907,11,38154,experiments/name_to_definition/runs/official_locator_reproduction/django__django-16041/0/trajectory.jsonl,151156.991
True,True,,0,True,True,[],['django/utils/numberformat.py'],['django.utils.numberformat.format'],"[(25, 32)]",31114,django__django-16046,0.0,False,10,2857,1.0,1.0,[],['django/utils/numberformat.py'],['django.utils.numberformat.format'],"[(71, 73)]","[{'end_line': 73, 'file_path': 'django/utils/numberformat.py', 'start_line': 71}]",2,django/django,sgagent-official-django__django-16046-0-e3352ed4bd,1,completed,False,7,6261,11,33971,experiments/name_to_definition/runs/official_locator_reproduction/django__django-16046/0/trajectory.jsonl,142330.867
True,True,,0,True,False,['django.forms.boundfield.BoundField'],['django/forms/boundfield.py'],"['django.forms.boundfield.BoundField.as_text', 'django.forms.boundfield.BoundField.as_textarea', 'django.forms.boundfield.BoundField.as_widget']","[(96, 112)]",76503,django__django-16229,0.12,False,16,12537,0.5,0.14285714285714285,"['django.forms.boundfield.BoundField', 'django.forms.forms.BaseForm']","['django/forms/boundfield.py', 'django/forms/forms.py']","['django.forms.boundfield.BoundField._has_changed', 'django.forms.boundfield.BoundField.as_widget', 'django.forms.boundfield.BoundField.initial', 'django.forms.boundfield.BoundField.value', 'django.forms.forms.BaseForm.get_initial_for_field']","[(99, 104), (129, 137), (139, 154), (252, 256), (520, 522)]","[{'end_line': 104, 'file_path': 'django/forms/boundfield.py', 'start_line': 99}, {'end_line': 137, 'file_path': 'django/forms/boundfield.py', 'start_line': 129}, {'end_line': 154, 'file_path': 'django/forms/boundfield.py', 'start_line': 139}, {'end_line': 522, 'file_path': 'django/forms/forms.py', 'start_line': 520}, {'end_line': 256, 'file_path': 'django/forms/boundfield.py', 'start_line': 252}]",1,django/django,sgagent-official-django__django-16229-0-b54dd133bd,2,completed,False,14,19624,18,89040,experiments/name_to_definition/runs/official_locator_reproduction/django__django-16229/0/trajectory.jsonl,338202.9
True,True,,0,True,True,['lib.matplotlib.legend.Legend'],['lib/matplotlib/legend.py'],['lib.matplotlib.legend.Legend.__init__'],"[(286, 294), (345, 352), (541, 549)]",67298,matplotlib__matplotlib-23913,0.10344827586206896,False,16,7306,1.0,1.0,['lib.matplotlib.legend.Legend'],['lib/matplotlib/legend.py'],['lib.matplotlib.legend.Legend.__init__'],"[(343, 346), (540, 541)]","[{'end_line': 346, 'file_path': 'lib/matplotlib/legend.py', 'start_line': 343}, {'end_line': 541, 'file_path': 'lib/matplotlib/legend.py', 'start_line': 540}]",2,matplotlib/matplotlib,sgagent-official-matplotlib__matplotlib-23913-0-5e96a254aa,2,completed,False,13,17585,18,74604,experiments/name_to_definition/runs/official_locator_reproduction/matplotlib__matplotlib-23913/0/trajectory.jsonl,208512.773
True,True,,0,True,True,['lib.matplotlib.backends.backend_ps.RendererPS'],['lib/matplotlib/backends/backend_ps.py'],['lib.matplotlib.backends.backend_ps.RendererPS.draw_text'],"[(665, 673)]",17416,matplotlib__matplotlib-23964,0.1111111111111111,True,6,1484,1.0,1.0,['lib.matplotlib.backends.backend_ps.RendererPS'],['lib/matplotlib/backends/backend_ps.py'],['lib.matplotlib.backends.backend_ps.RendererPS.draw_text'],"[(669, 669)]","[{'end_line': 669, 'file_path': 'lib/matplotlib/backends/backend_ps.py', 'start_line': 669}]",1,matplotlib/matplotlib,sgagent-official-matplotlib__matplotlib-23964-0-572703d2f5,0,completed,False,4,6066,6,18900,experiments/name_to_definition/runs/official_locator_reproduction/matplotlib__matplotlib-23964/0/trajectory.jsonl,73812.106
True,True,,0,True,False,['lib.mpl_toolkits.axes_grid1.axes_grid.CbarAxesBase'],['lib/mpl_toolkits/axes_grid1/axes_grid.py'],"['lib.mpl_toolkits.axes_grid1.axes_grid.CbarAxesBase.__init__', 'lib.mpl_toolkits.axes_grid1.axes_grid.CbarAxesBase.colorbar', 'lib.mpl_toolkits.axes_grid1.axes_grid._tick_only']","[(1, 6), (8, 27)]",97342,matplotlib__matplotlib-26020,0.16666666666666666,False,11,5177,1.0,0.25,['lib.mpl_toolkits.axes_grid1.axes_grid.CbarAxesBase'],['lib/mpl_toolkits/axes_grid1/axes_grid.py'],"['lib.mpl_toolkits.axes_grid1.axes_grid.CbarAxesBase.toggle_label', 'lib.mpl_toolkits.axes_grid1.axes_grid._tick_only']","[(13, 17), (29, 32)]","[{'end_line': 17, 'file_path': 'lib/mpl_toolkits/axes_grid1/axes_grid.py', 'start_line': 13}, {'end_line': 32, 'file_path': 'lib/mpl_toolkits/axes_grid1/axes_grid.py', 'start_line': 29}]",1,matplotlib/matplotlib,sgagent-official-matplotlib__matplotlib-26020-0-acc70c9a06,1,completed,False,9,8111,12,102519,experiments/name_to_definition/runs/official_locator_reproduction/matplotlib__matplotlib-26020/0/trajectory.jsonl,219159.247
True,True,,0,True,True,['requests.sessions.SessionRedirectMixin'],['requests/sessions.py'],['requests.sessions.SessionRedirectMixin.resolve_redirects'],"[(168, 178)]",29726,psf__requests-1963,0.0,False,9,3857,1.0,1.0,['requests.sessions.SessionRedirectMixin'],['requests/sessions.py'],['requests.sessions.SessionRedirectMixin.resolve_redirects'],"[(91, 91), (102, 102)]","[{'end_line': 91, 'file_path': 'requests/sessions.py', 'start_line': 91}, {'end_line': 102, 'file_path': 'requests/sessions.py', 'start_line': 102}]",1,psf/requests,sgagent-official-psf__requests-1963-0-ebf90b61eb,1,completed,False,7,9278,10,33583,experiments/name_to_definition/runs/official_locator_reproduction/psf__requests-1963/0/trajectory.jsonl,98487.067
True,True,,0,True,True,['requests.sessions.Session'],['requests/sessions.py'],['requests.sessions.Session.request'],"[(13, 19), (425, 431)]",46607,psf__requests-2317,0.07142857142857142,False,14,3032,1.0,1.0,['requests.sessions.Session'],['requests/sessions.py'],['requests.sessions.Session.request'],"[(428, 428)]","[{'end_line': 428, 'file_path': 'requests/sessions.py', 'start_line': 428}]",1,psf/requests,sgagent-official-psf__requests-2317-0-64d9cd0a02,1,completed,False,12,10660,15,49639,experiments/name_to_definition/runs/official_locator_reproduction/psf__requests-2317/0/trajectory.jsonl,135185.448
True,True,,0,True,False,[],['requests/utils.py'],"['requests.utils.iter_slices', 'requests.utils.stream_decode_response_unicode']","[(358, 377)]",30893,psf__requests-3362,0.2,False,10,3286,1.0,0.5,[],['requests/utils.py'],['requests.utils.stream_decode_response_unicode'],"[(362, 365)]","[{'end_line': 365, 'file_path': 'requests/utils.py', 'start_line': 362}]",1,psf/requests,sgagent-official-psf__requests-3362-0-2b816d8b0f,1,completed,False,8,7152,11,34179,experiments/name_to_definition/runs/official_locator_reproduction/psf__requests-3362/0/trajectory.jsonl,104602.179
True,True,,0,True,False,['requests.models.Request'],['requests/models.py'],"['requests.models.Request.deregister_hook', 'requests.models.Request.register_hook']","[(462, 471)]",32048,psf__requests-863,0.0,False,10,3286,1.0,0.0,['requests.models.Request'],['requests/models.py'],['requests.models.Request.__init__'],"[(151, 152)]","[{'end_line': 152, 'file_path': 'requests/models.py', 'start_line': 151}]",1,psf/requests,sgagent-official-psf__requests-863-0-303a01e1fd,1,completed,False,8,7746,11,35334,experiments/name_to_definition/runs/official_locator_reproduction/psf__requests-863/0/trajectory.jsonl,100572.017
True,True,,0,True,False,[],['xarray/core/formatting.py'],['xarray.core.formatting.inline_variable_array_repr'],"[(261, 268)]",51828,pydata__xarray-4248,0.0,False,14,5100,1.0,0.0,[],['xarray/core/formatting.py'],['xarray.core.formatting.summarize_variable'],"[(271, 291)]","[{'end_line': 291, 'file_path': 'xarray/core/formatting.py', 'start_line': 271}]",1,pydata/xarray,sgagent-official-pydata__xarray-4248-0-9c986ae691,1,completed,False,12,17385,15,56928,experiments/name_to_definition/runs/official_locator_reproduction/pydata__xarray-4248/0/trajectory.jsonl,165811.261
True,True,,0,True,False,['xarray.core.groupby.GroupBy'],['xarray/core/groupby.py'],"['xarray.core.groupby.GroupBy.__iter__', 'xarray.core.groupby.GroupBy.__repr__']","[(436, 442)]",21643,pydata__xarray-5131,0.5555555555555556,True,8,1921,1.0,0.5,['xarray.core.groupby.GroupBy'],['xarray/core/groupby.py'],['xarray.core.groupby.GroupBy.__repr__'],"[(438, 444)]","[{'end_line': 444, 'file_path': 'xarray/core/groupby.py', 'start_line': 438}]",1,pydata/xarray,sgagent-official-pydata__xarray-5131-0-5777062741,0,completed,False,6,2630,8,23564,experiments/name_to_definition/runs/official_locator_reproduction/pydata__xarray-5131/0/trajectory.jsonl,83199.983
True,True,,0,True,False,[],['src/_pytest/python.py'],"['src._pytest.python._showfixtures_main', 'src._pytest.python.write_docstring']","[(1342, 1360)]",33859,pytest-dev__pytest-5221,0.2631578947368421,False,11,3652,1.0,0.5,[],['src/_pytest/python.py'],['src._pytest.python._showfixtures_main'],"[(1345, 1349)]","[{'end_line': 1349, 'file_path': 'src/_pytest/python.py', 'start_line': 1345}]",1,pytest-dev/pytest,sgagent-official-pytest-dev__pytest-5221-0-f07d068c49,1,completed,False,9,9666,12,37511,experiments/name_to_definition/runs/official_locator_reproduction/pytest-dev__pytest-5221/0/trajectory.jsonl,97816.258
True,True,,0,True,True,[],['sklearn/utils/_set_output.py'],['sklearn.utils._set_output._wrap_in_pandas_container'],"[(34, 40), (55, 60)]",49669,scikit-learn__scikit-learn-25747,0.14285714285714285,False,10,4945,1.0,1.0,[],['sklearn/utils/_set_output.py'],['sklearn.utils._set_output._wrap_in_pandas_container'],"[(58, 59), (62, 62)]","[{'end_line': 59, 'file_path': 'sklearn/utils/_set_output.py', 'start_line': 58}, {'end_line': 62, 'file_path': 'sklearn/utils/_set_output.py', 'start_line': 62}]",1,scikit-learn/scikit-learn,sgagent-official-scikit-learn__scikit-learn-25747-0-ca9d026ea3,1,completed,False,8,9755,11,54614,experiments/name_to_definition/runs/official_locator_reproduction/scikit-learn__scikit-learn-25747/0/trajectory.jsonl,139214.781
True,True,,0,True,True,['sphinx.domains.std.Cmdoption'],['sphinx/domains/std.py'],['sphinx.domains.std.Cmdoption.handle_signature'],"[(43, 49), (197, 207)]",32850,sphinx-doc__sphinx-8506,0.08695652173913043,False,9,4712,1.0,1.0,['sphinx.domains.std.Cmdoption'],['sphinx/domains/std.py'],['sphinx.domains.std.Cmdoption.handle_signature'],"[(46, 46), (192, 197)]","[{'end_line': 46, 'file_path': 'sphinx/domains/std.py', 'start_line': 46}, {'end_line': 197, 'file_path': 'sphinx/domains/std.py', 'start_line': 192}]",1,sphinx-doc/sphinx,sgagent-official-sphinx-doc__sphinx-8506-0-42f2c150fc,1,completed,False,7,7408,10,37562,experiments/name_to_definition/runs/official_locator_reproduction/sphinx-doc__sphinx-8506/0/trajectory.jsonl,132459.185
